prompt_id,prompt_uid,image_path,prompt_status,image_status,qc_status,intended_score_band,intended_coarse_class,intended_representative_score,reviewed_score_band,reviewed_coarse_class,final_score_band,final_coarse_class,training_score_band,training_coarse_class,training_representative_score,training_label_source,prompt_title,prompt_model,band_spec_file,qc_notes,damage_profile_primary,damage_profile_secondary,damage_location_primary,box_form_factor,box_pattern,label_presence,tape_profile,background_context,camera_angle,lighting_style,preprocessing_profile
134,prompt_64103691086e4c36,images/img_8214c6964f4449cd.png,approved,generated,accepted_as_labeled,21-30,minor,25,21-30,minor,21-30,minor,21-30,minor,25,intended_reviewed_match,Overhead corner fray,gpt-5.4-mini,21-30-minor-mid.md,,small_corner_fray,minor_tape_peel,front_top_right_corner,small_cube,recycled_patchwork_cardboard,multiple_small_stickers,minimal_tape,delivery_sorting_table,top_down,mixed_indoor,rgb_resize_384
135,prompt_46e5d5ed59af4b4b,images/img_88718514d62d4a65.png,approved,generated,accepted_relabel,21-30,minor,25,11-20,minor,11-20,minor,11-20,minor,15,final_relabel,Low angle bottom-left crease,gpt-5.4-mini,21-30-minor-mid.md,,clear_corner_crease,secondary_corner_softening,front_bottom_left_corner,medium_standard,shipping_label_patch,no_visible_label,single_center_tape,packing_station,bottom_edge_low,cool_fluorescent,rgb_resize_384
136,prompt_3994bf2c946a41ba,images/img_7528e7d1e3334edc.png,approved,generated,accepted_relabel,21-30,minor,25,11-20,minor,11-20,minor,11-20,minor,15,final_relabel,Van-side front dent,gpt-5.4-mini,21-30-minor-mid.md,,face_dent_with_crease,secondary_corner_softening,front_face_center,small_cube,tape_heavy_plain,small_shipping_label,reinforced_edge_tape,van_cargo_area,three_quarter_right,cool_fluorescent,rgb_resize_384
137,prompt_ccd9ed4255004568,images/img_18f68e2b72184422.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,"Crumpled corner, side profile",gpt-5.4-mini,31-35-minor-high.md,,corner_crumple_without_opening,secondary_corner_softening,front_top_right_corner,small_cube,subtle_printed_markings,multiple_small_stickers,single_center_tape,plain_studio_floor,side_profile_right,mixed_indoor,rgb_resize_384
138,prompt_601f273ad7c54165,images/img_452395686ec645bb.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Bottom-right crumple at packing station,gpt-5.4-mini,31-35-minor-high.md,,corner_crumple_without_opening,secondary_corner_softening,front_bottom_right_corner,medium_standard,plain_brown,small_shipping_label,single_center_tape,packing_station,three_quarter_left,mixed_indoor,rgb_resize_384
139,prompt_fcef017779ff4b32,images/img_46b151f62b404c3a.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Front dent with barcode label,gpt-5.4-mini,31-35-minor-high.md,,pronounced_face_dent,secondary_face_dent,front_face_center,small_cube,subtle_printed_markings,barcode_label_only,old_peeling_tape,outdoor_doorstep,low_angle_front,harsh_side_shadow,rgb_resize_384
140,prompt_465484d4b0ae4ace,images/img_1798f9b71ae1435c.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Bent edge at bottom-right corner,gpt-5.4-mini,31-35-minor-high.md,,bent_flap_or_edge,minor_tape_peel,front_bottom_right_corner,long_rectangular,recycled_patchwork_cardboard,multiple_small_stickers,reinforced_edge_tape,outdoor_doorstep,side_profile_right,mixed_indoor,rgb_resize_384
141,prompt_1328fa7e6ab04d6f,images/img_37a425be4f3d4057.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Short tear on left side panel,gpt-5.4-mini,31-35-minor-high.md,,short_partial_tear,light_crease_cluster,left_side_panel,flat_mailer_box,tape_heavy_plain,multiple_small_stickers,reinforced_edge_tape,van_cargo_area,side_profile_left,harsh_side_shadow,rgb_resize_384
142,prompt_241782ef0c9f4176,images/img_b7ecedd0967f4f7c.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Right panel dent on sorting table,gpt-5.4-mini,31-35-minor-high.md,,pronounced_face_dent,light_crease_cluster,right_side_panel,tall_rectangular,plain_brown,barcode_label_only,single_center_tape,delivery_sorting_table,three_quarter_right,cool_fluorescent,rgb_resize_384
143,prompt_9d05b7babc5f4e15,images/img_5984b886ff96445d.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,"Crushed-looking corner, still closed",gpt-5.4-mini,31-35-minor-high.md,,corner_crumple_without_opening,none,front_bottom_right_corner,small_cube,tape_heavy_plain,small_shipping_label,minimal_tape,plain_studio_floor,diagonal_corner_view,cool_fluorescent,rgb_resize_384
144,prompt_328a0e87eb90427f,images/img_70e7c9c12c394115.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Top edge bend in doorstep light,gpt-5.4-mini,31-35-minor-high.md,,bent_flap_or_edge,secondary_corner_softening,top_flap_edge,flat_mailer_box,recycled_patchwork_cardboard,small_shipping_label,minimal_tape,outdoor_doorstep,low_angle_front,backlit_but_readable,rgb_resize_384
145,prompt_606f4e8274ab450e,images/img_dcfbf56592a74dc0.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Bottom-left corner crumple on warehouse floor,gpt-5.4-mini,31-35-minor-high.md,,corner_crumple_without_opening,secondary_face_dent,front_bottom_left_corner,tall_rectangular,subtle_printed_markings,no_visible_label,reinforced_edge_tape,warehouse_floor,bottom_edge_low,cool_fluorescent,rgb_resize_384
146,prompt_4fd4f4e971cd4703,images/img_88daed5dfe544f91.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Front dent with small stain,gpt-5.4-mini,31-35-minor-high.md,,pronounced_face_dent,small_stain_patch,front_face_center,long_rectangular,plain_brown,multiple_small_stickers,old_peeling_tape,van_cargo_area,top_down,backlit_but_readable,rgb_resize_384
147,prompt_f1ed66e69a334d29,images/img_f36e3573bcfe4eba.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,"Top-left corner crumple, high view",gpt-5.4-mini,31-35-minor-high.md,,corner_crumple_without_opening,secondary_corner_softening,front_top_left_corner,flat_mailer_box,subtle_printed_markings,no_visible_label,reinforced_edge_tape,packing_station,high_three_quarter_left,harsh_side_shadow,rgb_resize_384
148,prompt_040c0d348b834801,images/img_51215097087747a2.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Short tear along top flap edge,gpt-5.4-mini,31-35-minor-high.md,,short_partial_tear,none,top_flap_edge,medium_standard,recycled_patchwork_cardboard,barcode_label_only,minimal_tape,plain_studio_floor,top_down,backlit_but_readable,rgb_resize_384
149,prompt_ef182a37fe3e4b86,images/img_89a758b371af4438.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Bottom-left corner crumple with tape peel,gpt-5.4-mini,31-35-minor-high.md,,corner_crumple_without_opening,minor_tape_peel,front_bottom_left_corner,flat_mailer_box,plain_brown,barcode_label_only,single_center_tape,warehouse_floor,side_profile_left,dim_ambient,rgb_resize_384
150,prompt_84edb2ffacfd4eab,images/img_a2b0f0949d58401d.png,approved,generated,accepted_as_labeled,31-35,minor,33,31-35,minor,31-35,minor,31-35,minor,33,intended_reviewed_match,Front face dent in cargo area,gpt-5.4-mini,31-35-minor-high.md,,pronounced_face_dent,light_crease_cluster,front_face_center,medium_standard,plain_brown,multiple_small_stickers,single_center_tape,van_cargo_area,high_three_quarter_left,mixed_indoor,rgb_resize_384
151,prompt_7983fd7606ea4bc4,images/img_2884414b070d4161.png,approved,generated,accepted_relabel,31-35,minor,33,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Top flap edge tear on long box,gpt-5.4-mini,31-35-minor-high.md,,short_partial_tear,none,top_flap_edge,long_rectangular,subtle_printed_markings,no_visible_label,old_peeling_tape,delivery_sorting_table,high_three_quarter_right,harsh_side_shadow,rgb_resize_384
152,prompt_c92bde3500224a63,images/img_61e8a4e78de44259.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Frayed top-left mailer corner with dent,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,minor_tape_peel,front_top_left_corner,flat_mailer_box,recycled_patchwork_cardboard,small_shipping_label,cross_tape,packing_station,side_profile_left,soft_even,rgb_resize_384
153,prompt_fb3e8865d9c34b1c,images/img_b653b3119fec4d16.png,approved,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Small puncture on left side panel,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_face_dent,left_side_panel,medium_standard,plain_brown,no_visible_label,minimal_tape,van_cargo_area,front_eye_level,harsh_side_shadow,rgb_resize_384
154,prompt_eb8086e1ea0549f0,images/img_520b8d8ee65349df.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-left edge split on small cube box,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_face_dent,front_bottom_left_corner,small_cube,tape_heavy_plain,multiple_small_stickers,minimal_tape,warehouse_floor,high_three_quarter_right,mixed_indoor,rgb_resize_384
155,prompt_7f28ff6a2f23453a,images/img_e840c8c3c3f54e33.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-right frayed corner on tall box,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,secondary_face_dent,front_top_right_corner,tall_rectangular,shipping_label_patch,small_shipping_label,old_peeling_tape,delivery_sorting_table,diagonal_corner_view,mixed_indoor,rgb_resize_384
156,prompt_c73a20f4e6fa40a1,images/img_257ee7d2d34c4c00.png,approved,generated,accepted_relabel,36-45,moderate,40,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Bottom-right puncture with tape peel,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,minor_tape_peel,front_bottom_right_corner,long_rectangular,plain_brown,multiple_small_stickers,cross_tape,delivery_sorting_table,high_three_quarter_left,harsh_side_shadow,rgb_resize_384
157,prompt_e8ae2537ee454b8b,images/img_538eb9b48ccf475e.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Frayed lower-left corner with stain,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,small_stain_patch,front_bottom_left_corner,tall_rectangular,subtle_printed_markings,small_shipping_label,minimal_tape,packing_station,bottom_edge_low,backlit_but_readable,rgb_resize_384
158,prompt_480e993c49f4495c,images/img_0ef2650ef045434b.png,approved,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Top flap edge split on small cube,gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,none,top_flap_edge,small_cube,shipping_label_patch,barcode_label_only,reinforced_edge_tape,outdoor_doorstep,front_eye_level,dim_ambient,rgb_resize_384
159,prompt_4a58ca8e525a4458,images/img_9a20e3adb6f54987.png,approved,generated,accepted_relabel,36-45,moderate,40,21-30,minor,21-30,minor,21-30,minor,25,final_relabel,Left side puncture with crease cluster,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,light_crease_cluster,left_side_panel,flat_mailer_box,recycled_patchwork_cardboard,small_shipping_label,reinforced_edge_tape,warehouse_floor,bottom_edge_low,dim_ambient,rgb_resize_384
160,prompt_71873ddef6e143dc,images/img_c20058f7f3964220.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,"Right side seam split, no label",gpt-5.4-mini,36-45-moderate-low.md,,edge_split_without_cavity,secondary_face_dent,right_side_panel,long_rectangular,tape_heavy_plain,no_visible_label,minimal_tape,packing_station,side_profile_right,backlit_but_readable,rgb_resize_384
161,prompt_0d9deb71c68f4ce8,images/img_69e39e9941244d7d.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-right corner fray on tall box,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,minor_tape_peel,front_top_right_corner,tall_rectangular,plain_brown,multiple_small_stickers,single_center_tape,warehouse_floor,high_three_quarter_left,dim_ambient,rgb_resize_384
162,prompt_736819f06f3f4ba0,images/img_bb020e8b7e7b400a.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Right panel puncture with softened corner,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_corner_softening,right_side_panel,medium_standard,subtle_printed_markings,barcode_label_only,old_peeling_tape,plain_studio_floor,bottom_edge_low,soft_even,rgb_resize_384
163,prompt_93536f2ed68542ca,images/img_90fcd32763044a7e.png,approved,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Bottom-right puncture on mailer box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,none,front_bottom_right_corner,flat_mailer_box,recycled_patchwork_cardboard,no_visible_label,reinforced_edge_tape,van_cargo_area,side_profile_right,harsh_side_shadow,rgb_resize_384
164,prompt_d559a39b73614ea5,images/img_c2039823e7a240eb.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Bottom-left frayed corner with creases,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,light_crease_cluster,front_bottom_left_corner,flat_mailer_box,tape_heavy_plain,multiple_small_stickers,single_center_tape,plain_studio_floor,slightly_top_down,backlit_but_readable,rgb_resize_384
165,prompt_adb5de49c2cc4018,images/img_043f14f6e47f4b1a.png,approved,generated,accepted_as_labeled,36-45,moderate,40,36-45,moderate,36-45,moderate,36-45,moderate,40,intended_reviewed_match,Top-right frayed corner with stain,gpt-5.4-mini,36-45-moderate-low.md,,frayed_corner_plus_face_dent,small_stain_patch,front_top_right_corner,medium_standard,plain_brown,small_shipping_label,minimal_tape,van_cargo_area,top_down,cool_fluorescent,rgb_resize_384
166,prompt_a48218fe1f3b42a6,images/img_6f06622a22364480.png,approved,generated,accepted_relabel,36-45,moderate,40,31-35,minor,31-35,minor,31-35,minor,33,final_relabel,Top-right puncture on long box,gpt-5.4-mini,36-45-moderate-low.md,,single_small_puncture_with_denting,secondary_face_dent,front_top_right_corner,long_rectangular,shipping_label_patch,barcode_label_only,single_center_tape,delivery_sorting_table,front_eye_level,mixed_indoor,rgb_resize_384
167,prompt_35220d3c2f794f45,images/img_0237cda746954058.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Right Panel Dent with Small Tear,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,secondary_corner_softening,right_side_panel,long_rectangular,shipping_label_patch,small_shipping_label,minimal_tape,outdoor_doorstep,side_profile_right,mixed_indoor,rgb_resize_384
168,prompt_8fe9666a8597495a,images/img_0d47f2ffcadf492d.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Front Face Dent with Tear at Packing Station,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,minor_tape_peel,front_face_center,tall_rectangular,subtle_printed_markings,small_shipping_label,single_center_tape,packing_station,high_three_quarter_right,dim_ambient,rgb_resize_384
169,prompt_187787d1971c4b7f,images/img_7425720be2bc4733.png,approved,generated,accepted_relabel,46-55,moderate,50,36-45,moderate,36-45,moderate,36-45,moderate,40,final_relabel,Top Edge Damage on Small Cube Box,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,extra_small_puncture,top_flap_edge,small_cube,tape_heavy_plain,no_visible_label,reinforced_edge_tape,packing_station,high_three_quarter_right,dim_ambient,rgb_resize_384
170,prompt_1cd9504adb414875,images/img_ebc0b57118f44695.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Left Side Compression on Sorting Table,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_face_dent,left_side_panel,small_cube,shipping_label_patch,small_shipping_label,single_center_tape,delivery_sorting_table,side_profile_left,harsh_side_shadow,rgb_resize_384
171,prompt_2f1934324d9a4ed1,images/img_76701cc14c534e29.png,approved,generated,accepted_relabel,46-55,moderate,50,36-45,moderate,36-45,moderate,36-45,moderate,40,final_relabel,Front-Top Corner Edge Damage,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,minor_tape_peel,front_top_right_corner,medium_standard,recycled_patchwork_cardboard,barcode_label_only,minimal_tape,delivery_sorting_table,low_angle_front,dim_ambient,rgb_resize_384
172,prompt_a18e1f1708434b52,images/img_bebaed6822af4d16.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Split Corner with Limited Opening,gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,none,front_bottom_right_corner,medium_standard,shipping_label_patch,small_shipping_label,cross_tape,warehouse_floor,side_profile_right,backlit_but_readable,rgb_resize_384
173,prompt_feab5496d3bd497c,images/img_0606666d07464d34.png,approved,generated,accepted_relabel,46-55,moderate,50,36-45,moderate,36-45,moderate,36-45,moderate,40,final_relabel,Right Side Compression on Flat Mailer,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,extra_small_puncture,right_side_panel,flat_mailer_box,plain_brown,multiple_small_stickers,old_peeling_tape,warehouse_floor,bottom_edge_low,cool_fluorescent,rgb_resize_384
174,prompt_2d3a4c42ebb449ba,images/img_150bb759fe734053.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Right Panel Compression on Porch Box,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_face_dent,right_side_panel,tall_rectangular,tape_heavy_plain,small_shipping_label,old_peeling_tape,outdoor_doorstep,three_quarter_left,mixed_indoor,rgb_resize_384
175,prompt_5572e178b73f466d,images/img_b2b48cceaf6c4981.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Small Cube Side Compression with Labels,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_face_dent,right_side_panel,small_cube,shipping_label_patch,barcode_label_only,cross_tape,delivery_sorting_table,low_angle_front,dim_ambient,rgb_resize_384
176,prompt_2a5575ed3e874051,images/img_03a8125a0a7348f8.png,approved,generated,accepted_relabel,46-55,moderate,50,36-45,moderate,36-45,moderate,36-45,moderate,40,final_relabel,"Bottom-Left Split Corner, Simple Box",gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,minor_tape_peel,front_bottom_left_corner,medium_standard,subtle_printed_markings,no_visible_label,minimal_tape,packing_station,high_three_quarter_left,cool_fluorescent,rgb_resize_384
177,prompt_a70d0370f1a94503,images/img_7911ca852a7f46d3.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Corner Damage with Small Stain,gpt-5.4-mini,46-55-moderate-mid.md,,multiple_damaged_edges,small_stain_patch,front_bottom_right_corner,flat_mailer_box,plain_brown,barcode_label_only,reinforced_edge_tape,delivery_sorting_table,bottom_edge_low,harsh_side_shadow,rgb_resize_384
178,prompt_a7b34c4e803d45d4,images/img_91b3eb1f71bd4351.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Centered Front Dent and Tear on Studio Floor,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,extra_small_puncture,front_face_center,flat_mailer_box,subtle_printed_markings,multiple_small_stickers,old_peeling_tape,plain_studio_floor,high_three_quarter_left,backlit_but_readable,rgb_resize_384
179,prompt_7f5ab4088d7d40f2,images/img_194090fbd36145f0.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Bottom-Left Corner Split on Long Box,gpt-5.4-mini,46-55-moderate-mid.md,,clear_corner_split,secondary_face_dent,front_bottom_left_corner,long_rectangular,plain_brown,small_shipping_label,single_center_tape,packing_station,side_profile_left,mixed_indoor,rgb_resize_384
180,prompt_f10ce4aed821441e,images/img_863badc529c0489e.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Left Panel Dent and Tear by Doorstep,gpt-5.4-mini,46-55-moderate-mid.md,,face_dent_with_visible_tear,none,left_side_panel,long_rectangular,tape_heavy_plain,no_visible_label,cross_tape,outdoor_doorstep,bottom_edge_low,cool_fluorescent,rgb_resize_384
181,prompt_12138bc38cfc459d,images/img_3a39822cd6354bdb.png,approved,generated,accepted_as_labeled,46-55,moderate,50,46-55,moderate,46-55,moderate,46-55,moderate,50,intended_reviewed_match,Left Side Compression in Van Cargo Area,gpt-5.4-mini,46-55-moderate-mid.md,,partial_side_compression,secondary_corner_softening,left_side_panel,tall_rectangular,recycled_patchwork_cardboard,barcode_label_only,old_peeling_tape,van_cargo_area,side_profile_left,mixed_indoor,rgb_resize_384
182,prompt_b2cc645791344159,images/img_ed808d3481da458b.png,approved,generated,accepted_relabel,56-65,moderate,60,46-55,moderate,46-55,moderate,46-55,moderate,50,final_relabel,Top-left corner damage on taped warehouse box,gpt-5.4-mini,56-65-moderate-high.md,,multiple_damaged_corners,secondary_face_dent,front_top_left_corner,medium_standard,tape_heavy_plain,small_shipping_label,reinforced_edge_tape,warehouse_floor,front_eye_level,backlit_but_readable,rgb_resize_384
183,prompt_1374785a3d264548,images/img_bf127147253d43a6.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Compressed left side mailer with grime,gpt-5.4-mini,56-65-moderate-high.md,,controlled_side_crush,broad_surface_grime,left_side_panel,flat_mailer_box,recycled_patchwork_cardboard,multiple_small_stickers,minimal_tape,plain_studio_floor,slightly_top_down,soft_even,rgb_resize_384
184,prompt_0cd4f13c8a5b4b88,images/img_b244646b57ed471b.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Left panel crush on long box,gpt-5.4-mini,56-65-moderate-high.md,,controlled_side_crush,broad_surface_grime,left_side_panel,long_rectangular,plain_brown,no_visible_label,old_peeling_tape,packing_station,high_three_quarter_left,harsh_side_shadow,rgb_resize_384
185,prompt_7e3f5062455049f3,images/img_53e2677d101a4fc3.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Bottom-right corner split with small opening,gpt-5.4-mini,56-65-moderate-high.md,,narrow_opening_from_edge_split,secondary_face_dent,front_bottom_right_corner,small_cube,subtle_printed_markings,barcode_label_only,old_peeling_tape,delivery_sorting_table,diagonal_corner_view,dim_ambient,rgb_resize_384
186,prompt_87d1336fe8f147ab,images/img_48b55d19f8954d81.png,approved,generated,accepted_relabel,56-65,moderate,60,46-55,moderate,46-55,moderate,46-55,moderate,50,final_relabel,Small cavity on lower left corner,gpt-5.4-mini,56-65-moderate-high.md,,small_cavity_with_deformation,none,front_bottom_left_corner,medium_standard,subtle_printed_markings,small_shipping_label,cross_tape,warehouse_floor,side_profile_left,cool_fluorescent,rgb_resize_384
187,prompt_f8de6acb81cb4652,images/img_eac13c67a82040a7.png,approved,generated,accepted_relabel,56-65,moderate,60,46-55,moderate,46-55,moderate,46-55,moderate,50,final_relabel,Top-left corner split on tall porch box,gpt-5.4-mini,56-65-moderate-high.md,,narrow_opening_from_edge_split,minor_tape_peel,front_top_left_corner,tall_rectangular,tape_heavy_plain,small_shipping_label,reinforced_edge_tape,outdoor_doorstep,high_three_quarter_left,dim_ambient,rgb_resize_384
188,prompt_2c2a89a5d9d648c4,images/img_3dff7330d98d47e6.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Small cube with crushed left edge,gpt-5.4-mini,56-65-moderate-high.md,,controlled_side_crush,additional_crushed_edge,left_side_panel,small_cube,plain_brown,multiple_small_stickers,cross_tape,plain_studio_floor,bottom_edge_low,harsh_side_shadow,rgb_resize_384
189,prompt_8b736f705e3948a4,images/img_40ad2f5b661e40e6.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Left-side crush on long box in van cargo,gpt-5.4-mini,56-65-moderate-high.md,,controlled_side_crush,secondary_face_dent,left_side_panel,long_rectangular,shipping_label_patch,barcode_label_only,minimal_tape,van_cargo_area,high_three_quarter_left,mixed_indoor,rgb_resize_384
190,prompt_d1f9aa8e64e046b2,images/img_d42f6da306974627.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Bottom-right corner damage with grime,gpt-5.4-mini,56-65-moderate-high.md,,multiple_damaged_corners,broad_surface_grime,front_bottom_right_corner,flat_mailer_box,recycled_patchwork_cardboard,small_shipping_label,single_center_tape,packing_station,diagonal_corner_view,dim_ambient,rgb_resize_384
191,prompt_34ed624f50624284,images/img_97ed118fd08e4f54.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Right-side crush on readable front view,gpt-5.4-mini,56-65-moderate-high.md,,controlled_side_crush,none,right_side_panel,medium_standard,subtle_printed_markings,no_visible_label,minimal_tape,delivery_sorting_table,front_eye_level,backlit_but_readable,rgb_resize_384
192,prompt_8860675bc3474eb8,images/img_f378e0c3dd3547fe.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Bottom-left corner cluster damage,gpt-5.4-mini,56-65-moderate-high.md,,multiple_damaged_corners,extra_small_puncture,front_bottom_left_corner,medium_standard,tape_heavy_plain,multiple_small_stickers,minimal_tape,van_cargo_area,high_three_quarter_right,soft_even,rgb_resize_384
193,prompt_c49154f3c00844bd,images/img_43b49aa6a2ea4bc0.png,approved,generated,accepted_as_labeled,56-65,moderate,60,56-65,moderate,56-65,moderate,56-65,moderate,60,intended_reviewed_match,Top-right corner damage from overhead,gpt-5.4-mini,56-65-moderate-high.md,,multiple_damaged_corners,additional_crushed_edge,front_top_right_corner,tall_rectangular,shipping_label_patch,no_visible_label,old_peeling_tape,warehouse_floor,top_down,mixed_indoor,rgb_resize_384
